A,B,X,rA,rB,rX,TF,target
Guanidinium,Ca,CN,278,100,318.3045651,1.008,0
Tetramethylammoium,Ca,CN,292,100,306.61054,1.041,0
Thiazolium,Ca,CN,320,100,288.0422131,1.108,0
Tropylium,Ca,CN,333,100,281.473644,1.139,0
Ammonium,Sr,CN,146,118,-490.8147222,0.654,0
Hydroxylammonium,Sr,CN,216,118,548.9969931,0.811,1
Methylammonium,Sr,CN,217,118,536.8925378,0.814,1
Hydrazinium,Sr,CN,217,118,536.8925378,0.814,1
Azetidinium,Sr,CN,250,118,397.9844892,0.888,1
Formamidinium,Sr,CN,253,118,392.7698185,0.894,1
Imidazolium,Sr,CN,258,118,382.2442729,0.905,1
Dimethylammonium,Sr,CN,272,118,355.6740164,0.937,1
Pyrrolinium,Sr,CN,272,118,355.6740164,0.937,1
Ethylammonium,Sr,CN,274,118,353.619735,0.941,1
Guanidinium,Sr,CN,278,118,347.7893931,0.95,1
Tetramethylammoium,Sr,CN,292,118,329.5795382,0.982,1
Thiazolium,Sr,CN,320,118,305.9787619,1.044,0
Tropylium,Sr,CN,333,118,296.3656796,1.074,0
Ammonium,Ba,CN,146,135,-225.331731,0.621,0
Hydroxylammonium,Ba,CN,216,135,775.680839,0.77,0
Methylammonium,Ba,CN,217,135,758.5102483,0.772,0
Hydrazinium,Ba,CN,217,135,758.5102483,0.772,0
Azetidinium,Ba,CN,250,135,467.8270402,0.842,1
Formamidinium,Ba,CN,253,135,453.0379688,0.849,1
Imidazolium,Ba,CN,258,135,437.6005069,0.859,1
Dimethylammonium,Ba,CN,272,135,397.5851599,0.889,1
Pyrrolinium,Ba,CN,272,135,397.5851599,0.889,1
Ethylammonium,Ba,CN,274,135,393.7328027,0.893,1
Guanidinium,Ba,CN,278,135,383.8290815,0.902,1
Tetramethylammoium,Ba,CN,292,135,360.8424611,0.931,1
Thiazolium,Ba,CN,320,135,325.7885848,0.991,1
Tropylium,Ba,CN,333,135,313.8944749,1.019,0
Ammonium,Mn,CN,146,83,1458.805622,0.736,0
Hydroxylammonium,Mn,CN,216,83,373.7668738,0.913,1
Methylammonium,Mn,CN,217,83,372.7739267,0.915,1
Hydrazinium,Mn,CN,217,83,372.7739267,0.915,1
Azetidinium,Mn,CN,250,83,322.9456351,0.998,1
Formamidinium,Mn,CN,253,83,319.1775846,1.006,0
Imidazolium,Mn,CN,258,83,315.0263294,1.018,0
Dimethylammonium,Mn,CN,272,83,302.257406,1.054,0
Pyrrolinium,Mn,CN,272,83,302.257406,1.054,0
Ethylammonium,Mn,CN,274,83,300.8022104,1.059,0
Guanidinium,Mn,CN,278,83,298.0124511,1.069,0
Tetramethylammoium,Mn,CN,292,83,289.3553597,1.104,0
Thiazolium,Mn,CN,320,83,275.1678477,1.175,0
Tropylium,Mn,CN,333,83,269.9229158,1.208,0
Ammonium,Fe,CN,146,78,1069.75762,0.749,0
Hydroxylammonium,Fe,CN,216,78,361.764389,0.929,1
Methylammonium,Fe,CN,217,78,359.0422688,0.932,1
Hydrazinium,Fe,CN,217,78,359.0422688,0.932,1
Azetidinium,Fe,CN,250,78,315.7359546,1.016,0
Formamidinium,Fe,CN,253,78,312.4901694,1.024,0
Imidazolium,Fe,CN,258,78,307.8194511,1.037,0
Dimethylammonium,Fe,CN,272,78,296.9146158,1.073,0
Pyrrolinium,Fe,CN,272,78,296.9146158,1.073,0
Ethylammonium,Fe,CN,274,78,295.6733973,1.078,0
Guanidinium,Fe,CN,278,78,293.2887215,1.088,0
Tetramethylammoium,Fe,CN,292,78,284.9726854,1.124,0
Thiazolium,Fe,CN,320,78,272.0147567,1.196,0
Tropylium,Fe,CN,333,78,267.4964018,1.229,0
Ammonium,Co,CN,146,74.5,899.7724774,0.759,0
Hydroxylammonium,Co,CN,216,74.5,353.2832852,0.941,1
Methylammonium,Co,CN,217,74.5,350.8507839,0.944,1
Hydrazinium,Co,CN,217,74.5,350.8507839,0.944,1
Azetidinium,Co,CN,250,74.5,311.0230022,1.029,0
Formamidinium,Co,CN,253,74.5,308.104289,1.037,0
Imidazolium,Co,CN,258,74.5,303.909625,1.05,0
Dimethylammonium,Co,CN,272,74.5,293.1127458,1.087,0
Pyrrolinium,Co,CN,272,74.5,293.1127458,1.087,0
Ethylammonium,Co,CN,274,74.5,292.0115309,1.092,0
Guanidinium,Co,CN,278,74.5,289.8927602,1.102,0
Tetramethylammoium,Co,CN,292,74.5,281.596642,1.139,0
Thiazolium,Co,CN,320,74.5,270.0069477,1.211,0
Tropylium,Co,CN,333,74.5,265.3204263,1.245,0
Ammonium,Ni,CN,146,69,732.9537607,0.775,0
Hydroxylammonium,Ni,CN,216,69,342.0220801,0.96,1
Methylammonium,Ni,CN,217,69,339.9666936,0.963,1
Hydrazinium,Ni,CN,217,69,339.9666936,0.963,1
Azetidinium,Ni,CN,250,69,303.1688024,1.051,0
Formamidinium,Ni,CN,253,69,300.7361608,1.059,0
Imidazolium,Ni,CN,258,69,297.2528508,1.072,0
Dimethylammonium,Ni,CN,272,69,288.166207,1.109,0
Pyrrolinium,Ni,CN,272,69,288.166207,1.109,0
Ethylammonium,Ni,CN,274,69,287.2529023,1.114,0
Guanidinium,Ni,CN,278,69,284.6437315,1.125,0
Tetramethylammoium,Ni,CN,292,69,277.641378,1.162,0
Thiazolium,Ni,CN,320,69,266.5758701,1.236,0
Tropylium,Ni,CN,333,69,262.0488298,1.271,0
Ammonium,Pd,CN,146,86,1944.630476,0.728,0
Hydroxylammonium,Pd,CN,216,86,383.2550468,0.903,1
Methylammonium,Pd,CN,217,86,382.0857125,0.905,1
Hydrazinium,Pd,CN,217,86,382.0857125,0.905,1
Azetidinium,Pd,CN,250,86,326.8455383,0.988,1
Formamidinium,Pd,CN,253,86,324.1758039,0.995,1
Imidazolium,Pd,CN,258,86,318.2044113,1.008,0
Dimethylammonium,Pd,CN,272,86,305.5585488,1.043,0
Pyrrolinium,Pd,CN,272,86,305.5585488,1.043,0
Ethylammonium,Pd,CN,274,86,303.9639756,1.048,0
Guanidinium,Pd,CN,278,86,300.911159,1.058,0
Tetramethylammoium,Pd,CN,292,86,292.4530093,1.092,0
Thiazolium,Pd,CN,320,86,277.74028,1.162,0
Tropylium,Pd,CN,333,86,271.9786892,1.195,0
Ammonium,Pt,CN,146,80,1184.976303,0.744,0
Hydroxylammonium,Pt,CN,216,80,367.508408,0.922,1
Methylammonium,Pt,CN,217,80,364.5922161,0.925,1
Hydrazinium,Pt,CN,217,80,364.5922161,0.925,1
Azetidinium,Pt,CN,250,80,318.1810299,1.009,0
Formamidinium,Pt,CN,253,80,314.7471765,1.017,0
Imidazolium,Pt,CN,258,80,311.0147828,1.029,0
Dimethylammonium,Pt,CN,272,80,299.3435999,1.065,0
Pyrrolinium,Pt,CN,272,80,299.3435999,1.065,0
Ethylammonium,Pt,CN,274,80,298.0139954,1.07,0
Guanidinium,Pt,CN,278,80,295.4617558,1.08,0
Tetramethylammoium,Pt,CN,292,80,286.6156119,1.116,0
Thiazolium,Pt,CN,320,80,273.6320599,1.187,0
Tropylium,Pt,CN,333,80,268.1229351,1.221,0
Ammonium,Cu,CN,146,73,850.5251811,0.763,0
Hydroxylammonium,Cu,CN,216,73,350.2697362,0.946,1
Methylammonium,Cu,CN,217,73,347.9434931,0.949,1
Hydrazinium,Cu,CN,217,73,347.9434931,0.949,1
Azetidinium,Cu,CN,250,73,308.7032286,1.035,0
Formamidinium,Cu,CN,253,73,305.9276278,1.043,0
Imidazolium,Cu,CN,258,73,301.9420954,1.056,0
Dimethylammonium,Cu,CN,272,73,291.6455615,1.093,0
Pyrrolinium,Cu,CN,272,73,291.6455615,1.093,0
Ethylammonium,Cu,CN,274,73,290.5992035,1.098,0
Guanidinium,Cu,CN,278,73,288.5847895,1.108,0
Tetramethylammoium,Cu,CN,292,73,280.6396053,1.145,0
Thiazolium,Cu,CN,320,73,268.8627778,1.218,0
Tropylium,Cu,CN,333,73,264.4014518,1.252,0
Ammonium,Zn,CN,146,74,888.5371529,0.76,0
Hydroxylammonium,Zn,CN,216,74,351.6551478,0.943,1
Methylammonium,Zn,CN,217,74,351.0489788,0.945,1
Hydrazinium,Zn,CN,217,74,351.0489788,0.945,1
Azetidinium,Zn,CN,250,74,310.2340199,1.031,0
Formamidinium,Zn,CN,253,74,307.3639648,1.039,0
Imidazolium,Zn,CN,258,74,303.2403766,1.052,0
Dimethylammonium,Zn,CN,272,74,292.6133248,1.089,0
Pyrrolinium,Zn,CN,272,74,292.6133248,1.089,0
Ethylammonium,Zn,CN,274,74,291.5307185,1.094,0
Guanidinium,Zn,CN,278,74,289.4473368,1.104,0
Tetramethylammoium,Zn,CN,292,74,281.2700794,1.141,0
Thiazolium,Zn,CN,320,74,269.1655065,1.214,0
Tropylium,Zn,CN,333,74,264.5893,1.248,0
Ammonium,Cd,CN,146,95,-32678.17568,0.706,0
Hydroxylammonium,Cd,CN,216,95,414.60915,0.875,1
Methylammonium,Cd,CN,217,95,409.8007633,0.878,1
Hydrazinium,Cd,CN,217,95,409.8007633,0.878,1
Azetidinium,Cd,CN,250,95,343.5935385,0.957,1
Formamidinium,Cd,CN,253,95,338.2136841,0.965,1
Imidazolium,Cd,CN,258,95,332.0518757,0.977,1
Dimethylammonium,Cd,CN,272,95,318.2079971,1.01,0
Pyrrolinium,Cd,CN,272,95,318.2079971,1.01,0
Ethylammonium,Cd,CN,274,95,316.0909435,1.015,0
Guanidinium,Cd,CN,278,95,312.0566256,1.025,0
Tetramethylammoium,Cd,CN,292,95,300.8588243,1.059,0
Thiazolium,Cd,CN,320,95,283.903537,1.127,0
Tropylium,Cd,CN,333,95,278.2400642,1.158,0
Ammonium,Hg,CN,146,102,-1820.289852,0.689,0
Hydroxylammonium,Hg,CN,216,102,443.0565868,0.855,1
Methylammonium,Hg,CN,217,102,440.5013919,0.857,1
Hydrazinium,Hg,CN,217,102,440.5013919,0.857,1
Azetidinium,Hg,CN,250,102,357.2142064,0.935,1
Formamidinium,Hg,CN,253,102,352.5602657,0.942,1
Imidazolium,Hg,CN,258,102,344.7869081,0.954,1
Dimethylammonium,Hg,CN,272,102,327.478618,0.987,1
Pyrrolinium,Hg,CN,272,102,327.478618,0.987,1
Ethylammonium,Hg,CN,274,102,324.905094,0.992,1
Guanidinium,Hg,CN,278,102,321.4558184,1.001,0
Tetramethylammoium,Hg,CN,292,102,308.9913595,1.034,0
Thiazolium,Hg,CN,320,102,290.3439523,1.1,0
Tropylium,Hg,CN,333,102,283.3368235,1.131,0
Ammonium,Ge,CN,146,73,850.5251811,0.763,0
Hydroxylammonium,Ge,CN,216,73,350.2697362,0.946,1
Methylammonium,Ge,CN,217,73,347.9434931,0.949,1
Hydrazinium,Ge,CN,217,73,347.9434931,0.949,1
Azetidinium,Ge,CN,250,73,308.7032286,1.035,0
Formamidinium,Ge,CN,253,73,305.9276278,1.043,0
Imidazolium,Ge,CN,258,73,301.9420954,1.056,0
Dimethylammonium,Ge,CN,272,73,291.6455615,1.093,0
Pyrrolinium,Ge,CN,272,73,291.6455615,1.093,0
Ethylammonium,Ge,CN,274,73,290.5992035,1.098,0
Guanidinium,Ge,CN,278,73,288.5847895,1.108,0
Tetramethylammoium,Ge,CN,292,73,280.6396053,1.145,0
Thiazolium,Ge,CN,320,73,268.8627778,1.218,0
Tropylium,Ge,CN,333,73,264.4014518,1.252,0
Ammonium,Sn,CN,146,115,-590.4248649,0.661,0
Hydroxylammonium,Sn,CN,216,115,523.26732,0.819,1
Methylammonium,Sn,CN,217,115,518.2676557,0.821,1
Hydrazinium,Sn,CN,217,115,518.2676557,0.821,1
Azetidinium,Sn,CN,250,115,390.3617915,0.896,1
Formamidinium,Sn,CN,253,115,383.1322804,0.903,1
Imidazolium,Sn,CN,258,115,373.73651,0.914,1
Dimethylammonium,Sn,CN,272,115,349.7087314,0.946,1
Pyrrolinium,Sn,CN,272,115,349.7087314,0.946,1
Ethylammonium,Sn,CN,274,115,347.8782094,0.95,1
Guanidinium,Sn,CN,278,115,342.5685121,0.959,1
Tetramethylammoium,Sn,CN,292,115,325.8625919,0.991,1
Thiazolium,Sn,CN,320,115,302.8717896,1.054,0
Tropylium,Sn,CN,333,115,293.9998721,1.084,0
Ammonium,Pb,CN,146,119,-465.4525178,0.652,0
Hydroxylammonium,Pb,CN,216,119,554.1493869,0.809,1
Methylammonium,Pb,CN,217,119,547.9969931,0.811,1
Hydrazinium,Pb,CN,217,119,547.9969931,0.811,1
Azetidinium,Pb,CN,250,119,401.7111825,0.885,1
Formamidinium,Pb,CN,253,119,396.2572199,0.891,1
Imidazolium,Pb,CN,258,119,382.7419346,0.903,1
Dimethylammonium,Pb,CN,272,119,357.8204977,0.934,1
Pyrrolinium,Pb,CN,272,119,357.8204977,0.934,1
Ethylammonium,Pb,CN,274,119,355.6850152,0.938,1
Guanidinium,Pb,CN,278,119,349.6667625,0.947,1
Tetramethylammoium,Pb,CN,292,119,330.9173377,0.979,1
Thiazolium,Pb,CN,320,119,306.670409,1.041,0
Tropylium,Pb,CN,333,119,297.9845104,1.07,0
Ammonium,Eu,CN,146,117,-526.2479335,0.657,0
Hydroxylammonium,Eu,CN,216,117,537.8925378,0.814,1
Methylammonium,Eu,CN,217,117,532.3579572,0.816,1
Hydrazinium,Eu,CN,217,117,532.3579572,0.816,1
Azetidinium,Eu,CN,250,117,397.2082495,0.89,1
Formamidinium,Eu,CN,253,117,389.4242043,0.897,1
Imidazolium,Eu,CN,258,117,379.293786,0.908,1
Dimethylammonium,Eu,CN,272,117,353.6085975,0.94,1
Pyrrolinium,Eu,CN,272,117,353.6085975,0.94,1
Ethylammonium,Eu,CN,274,117,351.6320917,0.944,1
Guanidinium,Eu,CN,278,117,345.982234,0.953,1
Tetramethylammoium,Eu,CN,292,117,328.2922142,0.985,1
Thiazolium,Eu,CN,320,117,304.0781226,1.048,0
Tropylium,Eu,CN,333,117,295.9166391,1.077,0
Ammonium,Tm,CN,146,103,-1615.205823,0.687,0
Hydroxylammonium,Tm,CN,216,103,448.461738,0.852,1
Methylammonium,Tm,CN,217,103,445.7671501,0.854,1
Hydrazinium,Tm,CN,217,103,445.7671501,0.854,1
Azetidinium,Tm,CN,250,103,359.1957807,0.932,1
Formamidinium,Tm,CN,253,103,354.3916293,0.939,1
Imidazolium,Tm,CN,258,103,346.3833474,0.951,1
Dimethylammonium,Tm,CN,272,103,328.5780882,0.984,1
Pyrrolinium,Tm,CN,272,103,328.5780882,0.984,1
Ethylammonium,Tm,CN,274,103,327.4669942,0.988,1
Guanidinium,Tm,CN,278,103,322.3921326,0.998,1
Tetramethylammoium,Tm,CN,292,103,309.6149418,1.031,0
Thiazolium,Tm,CN,320,103,290.5492184,1.097,0
Tropylium,Tm,CN,333,103,284.3236156,1.127,0
Ammonium,Yb,CN,146,102,-1820.289852,0.689,0
Hydroxylammonium,Yb,CN,216,102,443.0565868,0.855,1
Methylammonium,Yb,CN,217,102,440.5013919,0.857,1
Hydrazinium,Yb,CN,217,102,440.5013919,0.857,1
Azetidinium,Yb,CN,250,102,357.2142064,0.935,1
Formamidinium,Yb,CN,253,102,352.5602657,0.942,1
Imidazolium,Yb,CN,258,102,344.7869081,0.954,1
Dimethylammonium,Yb,CN,272,102,327.478618,0.987,1
Pyrrolinium,Yb,CN,272,102,327.478618,0.987,1
Ethylammonium,Yb,CN,274,102,324.905094,0.992,1
Guanidinium,Yb,CN,278,102,321.4558184,1.001,0
Tetramethylammoium,Yb,CN,292,102,308.9913595,1.034,0
Thiazolium,Yb,CN,320,102,290.3439523,1.1,0
Tropylium,Yb,CN,333,102,283.3368235,1.131,0
Ammonium,Be,N3,146,45,1305.225728,0.76,0
Hydroxylammonium,Be,N3,216,45,467.5847203,0.943,1
Methylammonium,Be,N3,217,45,466.2477227,0.945,1
Hydrazinium,Be,N3,217,45,466.2477227,0.945,1
Azetidinium,Be,N3,250,45,402.5453073,1.031,0
Formamidinium,Be,N3,253,45,398.1491882,1.039,0
Imidazolium,Be,N3,258,45,391.6967403,1.052,0
Dimethylammonium,Be,N3,272,45,375.3092158,1.089,0
Pyrrolinium,Be,N3,272,45,375.3092158,1.089,0
Ethylammonium,Be,N3,274,45,373.5326726,1.094,0
Guanidinium,Be,N3,278,45,370.1138699,1.104,0
Tetramethylammoium,Be,N3,292,45,357.530778,1.141,0
Thiazolium,Be,N3,320,45,338.6199768,1.214,0
Tropylium,Be,N3,333,45,331.5008432,1.248,0
Ammonium,Mg,N3,146,72,-3535.735998,0.692,0
Hydroxylammonium,Mg,N3,216,72,602.8041913,0.858,1
Methylammonium,Mg,N3,217,72,598.6019016,0.86,1
Hydrazinium,Mg,N3,217,72,598.6019016,0.86,1
Azetidinium,Mg,N3,250,72,473.1221465,0.938,1
Formamidinium,Mg,N3,253,72,465.999057,0.945,1
Imidazolium,Mg,N3,258,72,454.3122462,0.957,1
Dimethylammonium,Mg,N3,272,72,427.9107325,0.99,1
Pyrrolinium,Mg,N3,272,72,427.9107325,0.99,1
Ethylammonium,Mg,N3,274,72,424.1407927,0.995,1
Guanidinium,Mg,N3,278,72,418.6275647,1.004,0
Tetramethylammoium,Mg,N3,292,72,398.1320034,1.038,0
Thiazolium,Mg,N3,320,72,369.8379388,1.104,0
Tropylium,Mg,N3,333,72,359.3105742,1.135,0
Ammonium,Ca,N3,146,100,-533.0755682,0.632,0
Hydroxylammonium,Ca,N3,216,100,966.7310835,0.784,0
Methylammonium,Ca,N3,217,100,948.6515146,0.786,0
Hydrazinium,Ca,N3,217,100,948.6515146,0.786,0
Azetidinium,Ca,N3,250,100,602.9210326,0.858,1
Formamidinium,Ca,N3,253,100,589.5603159,0.864,1
Imidazolium,Ca,N3,258,100,565.4400471,0.875,1
Dimethylammonium,Ca,N3,272,100,514.585821,0.905,1
Pyrrolinium,Ca,N3,272,100,514.585821,0.905,1
Ethylammonium,Ca,N3,274,100,506.4105082,0.91,1
Guanidinium,Ca,N3,278,100,496.8186543,0.918,1
Tetramethylammoium,Ca,N3,292,100,461.2579908,0.949,1
Thiazolium,Ca,N3,320,100,415.2930976,1.009,0
Tropylium,Ca,N3,333,100,399.4218451,1.037,0
Ammonium,Sr,N3,146,118,-301.1429042,0.599,0
Hydroxylammonium,Sr,N3,216,118,1812.628315,0.743,0
Methylammonium,Sr,N3,217,118,1729.390471,0.745,0
Hydrazinium,Sr,N3,217,118,1729.390471,0.745,0
Azetidinium,Sr,N3,250,118,763.435999,0.813,1
Formamidinium,Sr,N3,253,118,735.1295862,0.819,1
Imidazolium,Sr,N3,258,118,694.1448455,0.829,1
Dimethylammonium,Sr,N3,272,118,603.6655935,0.858,1
Pyrrolinium,Sr,N3,272,118,603.6655935,0.858,1
Ethylammonium,Sr,N3,274,118,594.1593748,0.862,1
Guanidinium,Sr,N3,278,118,576.5475436,0.87,1
Tetramethylammoium,Sr,N3,292,118,523.1721096,0.899,1
Thiazolium,Sr,N3,320,118,455.8829305,0.956,1
Tropylium,Sr,N3,333,118,433.0391252,0.983,1
Ammonium,Ba,N3,146,135,-192.1475905,0.571,0
Hydroxylammonium,Ba,N3,216,135,63987.75292,0.708,0
Methylammonium,Ba,N3,217,135,19905.91629,0.71,0
Hydrazinium,Ba,N3,217,135,19905.91629,0.71,0
Azetidinium,Ba,N3,250,135,1062.723149,0.775,0
Formamidinium,Ba,N3,253,135,1009.668894,0.78,0
Imidazolium,Ba,N3,258,135,914.2309906,0.79,0
Dimethylammonium,Ba,N3,272,135,738.5757701,0.818,1
Pyrrolinium,Ba,N3,272,135,738.5757701,0.818,1
Ethylammonium,Ba,N3,274,135,720.4712245,0.822,1
Guanidinium,Ba,N3,278,135,694.5479494,0.829,1
Tetramethylammoium,Ba,N3,292,135,605.632335,0.857,1
Thiazolium,Ba,N3,320,135,503.4533138,0.912,1
Tropylium,Ba,N3,333,135,474.0094497,0.937,1
Ammonium,Mn,N3,146,83,-1193.728059,0.667,0
Hydroxylammonium,Mn,N3,216,83,701.408016,0.827,1
Methylammonium,Mn,N3,217,83,694.3386379,0.829,1
Hydrazinium,Mn,N3,217,83,694.3386379,0.829,1
Azetidinium,Mn,N3,250,83,513.7199542,0.905,1
Formamidinium,Mn,N3,253,83,503.6868289,0.912,1
Imidazolium,Mn,N3,258,83,490.1707897,0.923,1
Dimethylammonium,Mn,N3,272,83,456.1159237,0.955,1
Pyrrolinium,Mn,N3,272,83,456.1159237,0.955,1
Ethylammonium,Mn,N3,274,83,451.0490972,0.96,1
Guanidinium,Mn,N3,278,83,443.4963444,0.969,1
Tetramethylammoium,Mn,N3,292,83,419.8537843,1.001,0
Thiazolium,Mn,N3,320,83,385.2522561,1.065,0
Tropylium,Mn,N3,333,83,373.9133981,1.094,0
Ammonium,Fe,N3,146,78,-1729.960786,0.678,0
Hydroxylammonium,Fe,N3,216,78,650.7952046,0.841,1
Methylammonium,Fe,N3,217,78,645.2726066,0.843,1
Hydrazinium,Fe,N3,217,78,645.2726066,0.843,1
Azetidinium,Fe,N3,250,78,493.2834211,0.92,1
Formamidinium,Fe,N3,253,78,484.7444419,0.927,1
Imidazolium,Fe,N3,258,78,473.2471144,0.938,1
Dimethylammonium,Fe,N3,272,78,441.8266032,0.971,1
Pyrrolinium,Fe,N3,272,78,441.8266032,0.971,1
Ethylammonium,Fe,N3,274,78,439.3439243,0.975,1
Guanidinium,Fe,N3,278,78,430.9053876,0.985,1
Tetramethylammoium,Fe,N3,292,78,410.2999756,1.017,0
Thiazolium,Fe,N3,320,78,378.4495501,1.082,0
Tropylium,Fe,N3,333,78,367.332796,1.112,0
Ammonium,Co,N3,146,74.5,-2469.85031,0.686,0
Hydroxylammonium,Co,N3,216,74.5,625.7124409,0.85,1
Methylammonium,Co,N3,217,74.5,616.1607253,0.853,1
Hydrazinium,Co,N3,217,74.5,616.1607253,0.853,1
Azetidinium,Co,N3,250,74.5,482.2564628,0.93,1
Formamidinium,Co,N3,253,74.5,474.5312463,0.937,1
Imidazolium,Co,N3,258,74.5,461.9106319,0.949,1
Dimethylammonium,Co,N3,272,74.5,433.5284988,0.982,1
Pyrrolinium,Co,N3,272,74.5,433.5284988,0.982,1
Ethylammonium,Co,N3,274,74.5,429.5057899,0.987,1
Guanidinium,Co,N3,278,74.5,423.594869,0.996,1
Tetramethylammoium,Co,N3,292,74.5,403.2849172,1.029,0
Thiazolium,Co,N3,320,74.5,373.0322237,1.095,0
Tropylium,Co,N3,333,74.5,362.9014574,1.125,0
Ammonium,Ni,N3,146,69,-6785.256539,0.699,0
Hydroxylammonium,Ni,N3,216,69,585.1795654,0.866,1
Methylammonium,Ni,N3,217,69,577.4248743,0.869,1
Hydrazinium,Ni,N3,217,69,577.4248743,0.869,1
Azetidinium,Ni,N3,250,69,462.2990047,0.948,1
Formamidinium,Ni,N3,253,69,455.8535977,0.955,1
Imidazolium,Ni,N3,258,69,445.223427,0.967,1
Dimethylammonium,Ni,N3,272,69,421.0853532,1,1
Pyrrolinium,Ni,N3,272,69,421.0853532,1,1
Ethylammonium,Ni,N3,274,69,417.6068812,1.005,0
Guanidinium,Ni,N3,278,69,410.988867,1.015,0
Tetramethylammoium,Ni,N3,292,69,393.5636519,1.048,0
Thiazolium,Ni,N3,320,69,366.1231987,1.115,0
Tropylium,Ni,N3,333,69,356.3339588,1.146,0
Ammonium,Pd,N3,146,86,-1006.177158,0.661,0
Hydroxylammonium,Pd,N3,216,86,735.5321941,0.819,1
Methylammonium,Pd,N3,217,86,727.3143422,0.821,1
Hydrazinium,Pd,N3,217,86,727.3143422,0.821,1
Azetidinium,Pd,N3,250,86,527.9209911,0.896,1
Formamidinium,Pd,N3,253,86,516.8122524,0.903,1
Imidazolium,Pd,N3,258,86,501.8509072,0.914,1
Dimethylammonium,Pd,N3,272,86,464.5466499,0.946,1
Pyrrolinium,Pd,N3,272,86,464.5466499,0.946,1
Ethylammonium,Pd,N3,274,86,461.3025369,0.95,1
Guanidinium,Pd,N3,278,86,452.9764069,0.959,1
Tetramethylammoium,Pd,N3,292,86,427.094316,0.991,1
Thiazolium,Pd,N3,320,86,390.9853598,1.054,0
Tropylium,Pd,N3,333,86,377.408112,1.084,0
Ammonium,Pt,N3,146,80,-1489.652219,0.674,0
Hydroxylammonium,Pt,N3,216,80,671.9282346,0.835,1
Methylammonium,Pt,N3,217,80,665.7943525,0.837,1
Hydrazinium,Pt,N3,217,80,665.7943525,0.837,1
Azetidinium,Pt,N3,250,80,501.0154315,0.914,1
Formamidinium,Pt,N3,253,80,491.9184265,0.921,1
Imidazolium,Pt,N3,258,80,479.6656392,0.932,1
Dimethylammonium,Pt,N3,272,80,448.4861259,0.964,1
Pyrrolinium,Pt,N3,272,80,448.4861259,0.964,1
Ethylammonium,Pt,N3,274,80,443.7963632,0.969,1
Guanidinium,Pt,N3,278,80,436.8351695,0.978,1
Tetramethylammoium,Pt,N3,292,80,414.9157931,1.01,0
Thiazolium,Pt,N3,320,80,381.2904474,1.075,0
Tropylium,Pt,N3,333,80,369.6131303,1.105,0
Ammonium,Cu,N3,146,73,-2923.799073,0.689,0
Hydroxylammonium,Cu,N3,216,73,610.7113325,0.855,1
Methylammonium,Cu,N3,217,73,606.3060907,0.857,1
Hydrazinium,Cu,N3,217,73,606.3060907,0.857,1
Azetidinium,Cu,N3,250,73,476.1953684,0.935,1
Formamidinium,Cu,N3,253,73,468.8599194,0.942,1
Imidazolium,Cu,N3,258,73,456.8434487,0.954,1
Dimethylammonium,Cu,N3,272,73,429.7426175,0.987,1
Pyrrolinium,Cu,N3,272,73,429.7426175,0.987,1
Ethylammonium,Cu,N3,274,73,425.8832785,0.992,1
Guanidinium,Cu,N3,278,73,420.2297885,1.001,0
Tetramethylammoium,Cu,N3,292,73,400.7216197,1.034,0
Thiazolium,Cu,N3,320,73,371.5364964,1.1,0
Tropylium,Cu,N3,333,73,360.7124421,1.131,0
Ammonium,Zn,N3,146,74,-2606.065564,0.687,0
Hydroxylammonium,Zn,N3,216,74,618.9873168,0.852,1
Methylammonium,Zn,N3,217,74,614.3658111,0.854,1
Hydrazinium,Zn,N3,217,74,614.3658111,0.854,1
Azetidinium,Zn,N3,250,74,479.3772612,0.932,1
Formamidinium,Zn,N3,253,74,471.8206776,0.939,1
Imidazolium,Zn,N3,258,74,459.4615221,0.951,1
Dimethylammonium,Zn,N3,272,74,431.6358667,0.984,1
Pyrrolinium,Zn,N3,272,74,431.6358667,0.984,1
Ethylammonium,Zn,N3,274,74,429.4701686,0.988,1
Guanidinium,Zn,N3,278,74,421.885686,0.998,1
Tetramethylammoium,Zn,N3,292,74,401.9262292,1.031,0
Thiazolium,Zn,N3,320,74,372.1433536,1.097,0
Tropylium,Zn,N3,333,74,362.1600715,1.127,0
Ammonium,Cd,N3,146,95,-648.8969241,0.642,0
Hydroxylammonium,Cd,N3,216,95,867.5022208,0.796,0
Methylammonium,Cd,N3,217,95,854.1030071,0.798,0
Hydrazinium,Cd,N3,217,95,854.1030071,0.798,0
Azetidinium,Cd,N3,250,95,573.737559,0.871,1
Formamidinium,Cd,N3,253,95,558.7583656,0.878,1
Imidazolium,Cd,N3,258,95,538.6597158,0.889,1
Dimethylammonium,Cd,N3,272,95,495.6649631,0.919,1
Pyrrolinium,Cd,N3,272,95,495.6649631,0.919,1
Ethylammonium,Cd,N3,274,95,488.5687926,0.924,1
Guanidinium,Cd,N3,278,95,477.8394223,0.933,1
Tetramethylammoium,Cd,N3,292,95,449.3678287,0.963,1
Thiazolium,Cd,N3,320,95,405.4794577,1.025,0
Tropylium,Cd,N3,333,95,390.1389557,1.054,0
Ammonium,Hg,N3,146,102,-500.3354313,0.629,0
Hydroxylammonium,Hg,N3,216,102,1019.248629,0.779,0
Methylammonium,Hg,N3,217,102,998.4701262,0.781,0
